50																																																	
0	30	33	4	32	10	15	4	23	34	16	0	23	13	3	31	38	4	28	22	8	6	34	2	30	7	35	27	2	30	33	30	16	16	30	31	37	1	30	19	38	21	6	32	11	29	3	26	4	14
37	0	7	3	35	39	0	20	25	3	6	19	33	29	12	32	11	28	27	32	4	11	7	20	3	26	9	5	4	3	29	14	35	31	29	6	15	31	8	12	28	3	38	12	8	20	1	15	33	37
4	9	0	0	5	12	10	25	33	19	36	20	17	16	27	3	18	27	14	10	16	26	19	2	33	16	15	40	23	28	21	36	20	12	3	24	35	39	34	1	14	27	1	15	5	38	31	15	11	38
31	11	12	0	22	5	30	36	16	7	9	10	37	36	7	36	10	0	7	5	25	25	18	25	6	0	19	37	10	17	14	18	15	30	24	25	13	17	6	27	2	26	6	40	2	10	32	27	35	24
37	18	23	1	0	38	29	30	22	32	6	4	8	32	30	0	23	18	38	13	40	28	27	22	24	9	19	16	11	25	10	28	7	29	21	8	11	18	17	8	11	38	12	18	10	17	40	32	1	1
35	4	27	21	34	0	28	37	8	16	24	21	33	6	29	19	27	32	37	11	34	12	18	0	16	4	17	22	28	7	39	22	28	25	23	32	34	2	32	21	32	23	19	36	25	30	39	10	20	32
16	26	31	10	9	1	0	32	21	34	9	26	21	30	36	22	39	2	23	33	17	18	32	31	4	20	35	4	35	25	0	2	29	17	39	15	12	33	33	5	31	6	0	15	31	29	19	4	10	30
6	9	31	0	30	37	40	0	30	30	19	36	4	37	11	3	27	9	27	8	34	1	24	21	1	40	1	22	27	4	21	6	27	37	18	29	18	23	28	36	27	28	29	15	33	23	8	14	21	37
22	16	31	5	30	40	15	36	0	2	13	24	3	37	31	23	13	13	39	31	19	23	13	31	21	16	22	5	40	26	29	0	36	11	2	33	22	11	24	5	2	19	24	23	22	25	19	0	0	36
30	35	40	14	13	3	5	27	1	0	22	27	11	23	6	0	21	40	14	2	23	11	19	38	1	2	26	39	23	12	27	7	21	0	12	27	14	5	25	36	35	1	32	35	29	0	34	32	28	8
36	37	15	11	21	9	18	10	14	1	0	23	22	1	18	3	29	10	1	18	23	31	16	33	12	26	4	4	38	16	31	15	30	14	5	30	17	20	28	8	35	34	10	21	6	19	22	0	40	14
24	7	20	13	9	32	6	5	16	27	25	0	30	33	19	28	34	5	24	38	4	31	4	0	23	5	31	11	8	29	35	29	3	5	4	13	29	1	28	12	3	10	40	30	14	9	22	2	27	20
31	12	10	32	34	32	32	30	22	6	23	4	0	29	31	40	21	24	32	4	21	34	10	38	8	10	17	10	19	21	19	18	29	17	9	30	33	10	6	34	13	16	35	32	40	21	37	11	29	10
2	23	13	7	3	12	3	12	35	26	19	9	26	0	23	33	27	32	1	30	5	25	10	6	31	21	23	27	11	27	34	11	15	30	16	27	15	6	21	30	3	26	1	2	8	1	27	5	20	1
39	40	29	20	31	19	27	28	15	21	26	20	20	15	0	7	13	25	3	19	24	26	23	34	13	36	38	27	34	24	7	25	22	5	7	1	1	9	35	7	32	10	30	1	26	36	40	4	6	33
5	4	23	27	19	19	15	37	4	29	31	32	37	18	26	0	1	33	13	18	29	9	4	33	19	20	16	29	35	2	3	27	14	15	26	22	31	19	27	10	22	33	30	12	39	9	26	15	14	0
12	32	22	8	16	24	31	33	26	38	16	39	8	27	35	20	0	24	17	32	25	19	27	35	10	8	11	13	13	2	29	13	1	6	10	32	10	17	27	32	4	6	37	24	20	18	8	39	40	9
39	8	14	6	29	30	7	15	34	12	5	10	35	12	4	3	35	0	18	23	2	29	21	37	38	0	8	5	14	18	33	3	40	5	26	14	30	1	30	19	35	15	34	6	20	13	37	39	4	3
29	40	6	13	0	14	17	22	32	10	39	8	37	39	31	33	9	3	0	38	18	35	33	40	7	10	25	9	23	20	1	13	4	12	10	24	37	33	31	21	37	7	38	15	14	24	26	24	12	5
10	7	8	10	14	8	6	12	16	35	38	10	11	38	2	31	8	26	1	0	26	20	1	13	1	37	17	26	6	19	4	11	31	26	26	6	7	20	12	30	11	34	39	13	17	35	6	27	7	19
35	5	13	19	32	6	13	13	2	37	40	18	12	32	4	37	34	4	14	9	0	5	29	4	38	39	11	19	15	19	4	36	19	31	0	22	13	30	24	11	25	13	38	38	22	0	30	1	16	38
6	25	21	12	33	32	22	27	27	38	32	21	10	5	4	37	40	30	35	39	2	0	22	9	39	21	30	32	30	13	18	7	15	27	5	7	30	27	36	13	13	16	2	13	5	24	35	22	29	25
1	8	21	0	16	1	17	25	36	35	30	28	24	14	40	14	17	27	33	8	39	36	0	13	18	6	4	3	33	22	1	18	12	23	15	2	3	32	30	6	5	26	23	37	35	24	20	18	16	14
8	10	12	35	18	13	35	21	20	8	27	32	36	2	26	34	39	37	8	19	12	12	27	0	39	33	22	5	28	24	1	26	29	8	34	9	3	26	39	39	14	4	9	35	26	14	20	26	15	26
1	5	31	39	21	5	7	20	9	4	22	8	25	26	28	39	9	22	39	8	40	38	15	35	0	32	2	30	17	31	33	23	26	33	12	33	38	8	15	23	11	4	19	10	8	21	39	11	26	13
21	9	23	9	18	18	11	9	26	2	34	38	1	23	13	34	12	3	8	20	4	20	18	11	33	0	29	32	25	34	8	18	17	31	24	35	3	0	32	23	40	31	5	39	15	17	15	35	11	5
26	13	27	38	37	32	7	24	1	14	16	17	12	38	17	17	23	17	39	37	23	34	27	6	13	33	0	33	18	16	17	21	3	22	35	32	11	38	37	22	24	21	12	9	33	24	6	27	24	7
23	16	5	24	25	10	17	18	3	25	1	1	10	5	24	40	10	26	0	13	5	16	18	9	11	22	28	0	31	2	6	15	1	20	32	17	14	9	38	0	17	24	25	27	13	9	40	24	23	22
16	22	16	18	27	35	35	24	16	0	38	4	38	2	36	25	1	8	35	15	26	27	22	33	20	33	39	17	0	36	9	31	8	38	17	22	29	31	11	21	8	1	16	30	8	3	35	9	7	26
38	27	14	30	7	16	5	24	24	22	37	24	1	10	39	2	18	29	22	2	22	6	7	31	34	12	16	11	11	0	35	1	21	22	25	25	17	6	0	33	13	12	16	4	28	31	32	27	35	3
11	33	10	21	2	32	34	19	39	19	39	4	11	26	18	28	10	20	20	13	5	2	25	32	5	3	14	29	8	27	0	12	26	20	15	9	22	17	31	27	21	24	8	29	26	12	0	32	32	33
21	1	7	29	23	2	14	16	40	34	5	12	40	40	37	23	8	8	18	32	25	23	20	18	37	16	39	14	2	9	1	0	36	20	30	12	2	37	9	39	4	39	12	30	27	16	1	37	27	36
32	37	28	11	1	29	33	33	17	7	13	39	9	24	31	7	33	5	10	25	16	12	32	10	33	12	15	2	27	34	17	5	0	4	29	19	6	20	10	13	28	33	37	26	21	18	31	36	7	26
13	35	5	23	17	35	18	39	40	17	18	3	26	31	10	2	3	17	31	3	33	4	1	26	25	26	0	24	0	13	26	39	32	0	35	24	17	21	40	14	17	21	17	15	35	5	12	10	21	18
5	20	30	40	28	3	12	18	38	39	22	23	10	11	15	13	30	15	13	35	1	30	15	25	15	36	18	9	15	17	29	7	18	36	0	40	13	18	26	32	13	2	6	21	5	38	34	30	35	28
39	37	15	17	23	17	24	21	2	23	9	22	12	37	30	10	17	19	25	5	40	26	9	33	30	17	17	31	22	11	1	10	36	2	13	0	10	9	4	29	7	1	29	38	34	34	12	40	22	6
24	21	12	40	1	26	33	12	5	34	10	31	31	1	18	0	24	29	17	18	5	19	14	3	14	33	38	20	23	5	40	34	28	36	26	8	0	20	23	23	32	7	37	27	30	11	15	11	33	16
21	16	12	6	20	9	37	9	18	2	3	16	11	20	33	7	33	1	16	2	12	12	9	20	34	13	40	9	30	18	29	40	16	17	27	14	18	0	7	12	17	29	2	6	36	0	38	5	35	36
6	1	18	11	4	30	9	32	9	9	13	37	3	16	40	36	6	20	4	1	26	40	26	1	27	35	30	35	22	2	26	10	23	24	34	6	27	27	0	1	0	21	9	30	18	10	18	24	30	34
30	0	20	7	2	40	17	7	30	0	16	31	13	16	3	36	7	1	31	15	9	12	24	24	13	31	16	31	18	10	23	0	6	38	37	34	34	38	5	0	18	13	35	17	22	19	33	7	14	32
26	0	12	38	22	22	40	26	3	7	2	1	1	16	27	18	15	14	35	20	34	6	31	14	30	6	4	39	40	3	19	5	30	9	0	17	38	25	38	37	0	6	22	33	9	28	16	11	31	35
30	21	38	19	34	26	0	29	15	26	29	33	29	16	8	3	10	33	40	0	4	12	6	29	11	20	7	32	1	3	29	14	22	19	28	24	13	16	39	18	14	0	11	2	18	8	26	24	39	21
16	31	26	1	18	9	8	34	32	32	13	35	11	37	13	6	7	9	8	7	35	7	22	10	37	17	27	9	1	32	19	35	34	14	38	1	12	9	34	22	20	22	0	2	20	37	0	31	10	26
9	39	26	9	39	40	34	22	20	25	35	13	30	0	15	33	9	13	24	31	39	39	13	39	14	27	12	21	24	16	9	37	7	39	32	37	26	16	38	10	33	8	31	0	8	9	37	38	34	16
15	9	20	35	22	7	8	40	9	11	15	12	20	39	37	12	11	14	2	17	18	25	39	36	39	1	26	40	34	1	20	32	11	33	38	12	13	39	20	8	14	1	24	29	0	31	30	35	34	32
36	19	35	40	40	32	23	29	35	4	26	10	25	8	15	39	6	19	9	29	20	31	21	16	33	30	38	29	38	32	8	28	12	12	18	22	4	28	6	9	36	21	7	8	10	0	25	36	21	13
8	17	17	26	16	24	23	1	18	37	15	16	7	0	1	25	11	19	40	32	36	32	20	17	26	30	0	29	32	40	38	3	39	8	6	23	39	12	20	9	5	25	7	25	6	18	0	32	22	25
7	1	35	40	6	11	37	33	9	14	5	30	36	4	36	6	21	3	7	15	16	24	24	18	19	23	31	15	39	22	13	20	29	5	33	34	8	36	29	17	13	40	4	24	2	5	24	0	3	29
34	26	28	33	40	4	34	8	22	28	2	39	33	24	35	0	5	19	4	8	22	11	40	3	32	21	7	14	35	33	36	23	11	19	27	24	11	23	31	23	3	6	25	22	11	0	35	21	0	15
5	28	36	16	0	5	40	33	39	35	4	9	15	39	5	1	0	30	4	32	15	1	30	24	16	16	35	5	25	38	9	16	30	18	34	19	29	3	31	16	3	23	21	28	8	24	3	18	15	0
